field_number,field_name,enum,description
581,AccountType,1,CARRIED_CUSTOMER_SIDE
581,AccountType,2,CARRIED_NON_CUSTOMER_SIDE
581,AccountType,3,HOUSE_TRADER
581,AccountType,4,FLOOR_TRADER
581,AccountType,6,CARRIED_NON_CUSTOMER_SIDE_CROSS_MARGINED
581,AccountType,7,HOUSE_TRADER_CROSS_MARGINED
581,AccountType,8,JOINT_BACK_OFFICE_ACCOUNT
581,AccountType,9,EQUITIES_SPECIALIST
581,AccountType,10,OPTIONS_MARKET_MAKER
581,AccountType,11,OPTIONS_FIRM_ACCOUNT
581,AccountType,12,ACCOUNT_CUSTOMER_NON_CUSTOMER_ORDERS
581,AccountType,13,ACCOUNT_ORDERS_MULTIPLE_CUSTOMERS
660,AcctIDSource,1,BIC
660,AcctIDSource,2,SID_CODE
660,AcctIDSource,3,TFM
660,AcctIDSource,4,OMGEO
660,AcctIDSource,5,DTCC_CODE
660,AcctIDSource,6,SPSAID
660,AcctIDSource,99,OTHER
334,Adjustment,1,CANCEL
334,Adjustment,2,ERROR
334,Adjustment,3,CORRECTION
718,AdjustmentType,0,PROCESS_REQUEST_AS_MARGIN_DISPOSITION
718,AdjustmentType,1,DELTA_PLUS
718,AdjustmentType,2,DELTA_MINUS
718,AdjustmentType,3,FINAL
718,AdjustmentType,4,CUSTOMER_SPECIFIC_POSITION
4,AdvSide,B,BUY
4,AdvSide,S,SELL
4,AdvSide,T,TRADE
4,AdvSide,X,CROSS
5,AdvTransType,N,NEW
5,AdvTransType,C,CANCEL
5,AdvTransType,R,REPLACE
940,AffirmStatus,1,RECEIVED
940,AffirmStatus,2,CONFIRM_REJECTED
940,AffirmStatus,3,AFFIRMED
266,AggregatedBook,Y,YES
266,AggregatedBook,N,NO
1057,AggressorIndicator,Y,YES
1057,AggressorIndicator,N,NO
2667,AlgorithmicTradeIndicator,0,NON_ALGORITHMIC_TRADE
2667,AlgorithmicTradeIndicator,1,ALGORITHMIC_TRADE
798,AllocAccountType,1,CARRIED_CUSTOMER_SIDE
798,AllocAccountType,2,CARRIED_NON_CUSTOMER_SIDE
798,AllocAccountType,3,HOUSE_TRADER
798,AllocAccountType,4,FLOOR_TRADER
798,AllocAccountType,6,CARRIED_NON_CUSTOMER_SIDE_CROSS_MARGINED
798,AllocAccountType,7,HOUSE_TRADER_CROSS_MARGINED
798,AllocAccountType,8,JOINT_BACK_OFFICE_ACCOUNT
796,AllocCancReplaceReason,1,ORIGINAL_DETAILS_INCOMPLETE
796,AllocCancReplaceReason,2,CHANGE_IN_UNDERLYING_ORDER_DETAILS
796,AllocCancReplaceReason,3,CANCELLED_BY_GIVEUP_FIRM
796,AllocCancReplaceReason,99,OTHER
2767,AllocGroupStatus,0,ADDED
2767,AllocGroupStatus,1,CANCELED
2767,AllocGroupStatus,2,REPLACED
2767,AllocGroupStatus,3,CHANGED
2767,AllocGroupStatus,4,PENDING
209,AllocHandlInst,1,MATCH
209,AllocHandlInst,2,FORWARD
209,AllocHandlInst,3,FORWARD_AND_MATCH
209,AllocHandlInst,4,AUTO_CLAIM_GIVE_UP
808,AllocIntermedReqType,1,PENDING_ACCEPT
808,AllocIntermedReqType,2,PENDING_RELEASE
808,AllocIntermedReqType,3,PENDING_REVERSAL
808,AllocIntermedReqType,4,ACCEPT
808,AllocIntermedReqType,5,BLOCK_LEVEL_REJECT
808,AllocIntermedReqType,6,ACCOUNT_LEVEL_REJECT
197,AllocLinkType,0,FX_NETTING
197,AllocLinkType,1,FX_SWAP
1002,AllocMethod,1,AUTOMATIC
1002,AllocMethod,2,GUARANTOR
1002,AllocMethod,3,MANUAL
1002,AllocMethod,4,BROKER_ASSIGNED
857,AllocNoOrdersType,0,NOT_SPECIFIED
857,AllocNoOrdersType,1,EXPLICIT_LIST_PROVIDED
1047,AllocPositionEffect,O,OPEN
1047,AllocPositionEffect,C,CLOSE
1047,AllocPositionEffect,R,ROLLED
1047,AllocPositionEffect,F,FIFO
88,AllocRejCode,0,UNKNOWN_ACCOUNT
88,AllocRejCode,1,INCORRECT_QUANTITY
88,AllocRejCode,2,INCORRECT_AVERAGE_PRICE
88,AllocRejCode,3,UNKNOWN_EXECUTING_BROKER_MNEMONIC
88,AllocRejCode,4,COMMISSION_DIFFERENCE
88,AllocRejCode,5,UNKNOWN_ORDER_ID
88,AllocRejCode,6,UNKNOWN_LIST_ID
88,AllocRejCode,7,OTHER_SEE_TEXT
88,AllocRejCode,8,INCORRECT_ALLOCATED_QUANTITY
88,AllocRejCode,9,CALCULATION_DIFFERENCE
88,AllocRejCode,10,UNKNOWN_OR_STALE_EXEC_ID
88,AllocRejCode,11,MISMATCHED_DATA
88,AllocRejCode,12,UNKNOWN_CL_ORD_ID
88,AllocRejCode,13,WAREHOUSE_REQUEST_REJECTED
88,AllocRejCode,14,DUPLICATE_OR_MISSING_INDIVIDUAL_ALLOC_ID
88,AllocRejCode,15,TRADE_NOT_RECOGNIZED
88,AllocRejCode,16,DUPLICATE_TRADE
88,AllocRejCode,17,INCORRECT_OR_MISSING_INSTRUMENT
88,AllocRejCode,18,INCORRECT_OR_MISSING_SETTL_DATE
88,AllocRejCode,19,INCORRECT_OR_MISSING_FUND_ID_OR_FUND_NAME
88,AllocRejCode,20,INCORRECT_OR_MISSING_SETTL_INSTRUCTIONS
88,AllocRejCode,21,INCORRECT_OR_MISSING_FEES
88,AllocRejCode,22,INCORRECT_OR_MISSING_TAX
88,AllocRejCode,23,UNKNOWN_OR_MISSING_PARTY
88,AllocRejCode,24,INCORRECT_OR_MISSING_SIDE
88,AllocRejCode,25,INCORRECT_OR_MISSING_NET_MONEY
88,AllocRejCode,26,INCORRECT_OR_MISSING_TRADE_DATE
88,AllocRejCode,27,INCORRECT_OR_MISSING_SETTL_CCY_INSTRUCTIONS
88,AllocRejCode,28,INCORRECT_OR_MISSING_PROCESS_CODE
88,AllocRejCode,99,OTHER
794,AllocReportType,2,PRELIMINARY_REQUEST_TO_INTERMEDIARY
794,AllocReportType,3,SELLSIDE_CALCULATED_USING_PRELIMINARY
794,AllocReportType,4,SELLSIDE_CALCULATED_WITHOUT_PRELIMINARY
794,AllocReportType,5,WAREHOUSE_RECAP
794,AllocReportType,8,REQUEST_TO_INTERMEDIARY
794,AllocReportType,9,ACCEPT
794,AllocReportType,10,REJECT
794,AllocReportType,11,ACCEPT_PENDING
794,AllocReportType,12,COMPLETE
794,AllocReportType,14,REVERSE_PENDING
794,AllocReportType,15,GIVEUP
794,AllocReportType,16,TAKEUP
794,AllocReportType,17,REVERSAL
794,AllocReportType,18,ALLEGED
794,AllocReportType,19,SUB_ALLOCATION_GIVEUP
2768,AllocRequestStatus,0,ACCEPTED
2768,AllocRequestStatus,1,REJECTED
1738,AllocReversalStatus,0,COMPLETED
1738,AllocReversalStatus,1,REFUSED
1738,AllocReversalStatus,2,CANCELLED
780,AllocSettlInstType,0,USE_DEFAULT_INSTRUCTIONS
780,AllocSettlInstType,1,DERIVE_FROM_PARAMETERS_PROVIDED
780,AllocSettlInstType,2,FULL_DETAILS_PROVIDED
780,AllocSettlInstType,3,SSIDBI_DS_PROVIDED
780,AllocSettlInstType,4,PHONE_FOR_INSTRUCTIONS
87,AllocStatus,0,ACCEPTED
87,AllocStatus,1,BLOCK_LEVEL_REJECT
87,AllocStatus,2,ACCOUNT_LEVEL_REJECT
87,AllocStatus,3,RECEIVED
87,AllocStatus,4,INCOMPLETE
87,AllocStatus,5,REJECTED_BY_INTERMEDIARY
87,AllocStatus,6,ALLOCATION_PENDING
87,AllocStatus,7,REVERSED
87,AllocStatus,8,CANCELLED_BY_INTERMEDIARY
87,AllocStatus,9,CLAIMED
87,AllocStatus,10,REFUSED
87,AllocStatus,11,PENDING_GIVE_UP_APPROVAL
87,AllocStatus,12,CANCELLED
87,AllocStatus,13,PENDING_TAKE_UP_APPROVAL
87,AllocStatus,14,REVERSAL_PENDING
71,AllocTransType,0,NEW
71,AllocTransType,1,REPLACE
71,AllocTransType,2,CANCEL
71,AllocTransType,3,PRELIMINARY
71,AllocTransType,4,CALCULATED
71,AllocTransType,5,CALCULATED_WITHOUT_PRELIMINARY
71,AllocTransType,6,REVERSAL
626,AllocType,1,CALCULATED
626,AllocType,2,PRELIMINARY
626,AllocType,3,SELLSIDE_CALCULATED_USING_PRELIMINARY
626,AllocType,4,SELLSIDE_CALCULATED_WITHOUT_PRELIMINARY
626,AllocType,5,READY_TO_BOOK
626,AllocType,6,BUYSIDE_READY_TO_BOOK
626,AllocType,7,WAREHOUSE_INSTRUCTION
626,AllocType,8,REQUEST_TO_INTERMEDIARY
626,AllocType,9,ACCEPT
626,AllocType,10,REJECT
626,AllocType,11,ACCEPT_PENDING
626,AllocType,12,INCOMPLETE_GROUP
626,AllocType,13,COMPLETE_GROUP
626,AllocType,14,REVERSAL_PENDING
626,AllocType,15,REOPEN_GROUP
626,AllocType,16,CANCEL_GROUP
626,AllocType,17,GIVEUP
626,AllocType,18,TAKEUP
626,AllocType,19,REFUSE_TAKEUP
626,AllocType,20,INITIATE_REVERSAL
626,AllocType,21,REVERSE
626,AllocType,22,REFUSE_REVERSAL
626,AllocType,23,SUB_ALLOCATION_GIVEUP
626,AllocType,24,APPROVE_GIVEUP
626,AllocType,25,APPROVE_TAKEUP
626,AllocType,26,NOTIONAL_VALUE_AVERAGE_PX_GROUP_ALLOC
1735,AllocationRollupInstruction,0,ROLLUP
1735,AllocationRollupInstruction,1,DO_NOT_ROLL_UP
1744,ApplLevelRecoveryIndicator,0,NO_APPL_RECOVERY_NEEDED
1744,ApplLevelRecoveryIndicator,1,APPL_RECOVERY_NEEDED
815,ApplQueueAction,0,NO_ACTION_TAKEN
815,ApplQueueAction,1,QUEUE_FLUSHED
815,ApplQueueAction,2,OVERLAY_LAST
815,ApplQueueAction,3,END_SESSION
814,ApplQueueResolution,0,NO_ACTION_TAKEN
814,ApplQueueResolution,1,QUEUE_FLUSHED
814,ApplQueueResolution,2,OVERLAY_LAST
814,ApplQueueResolution,3,END_SESSION
1426,ApplReportType,0,APPL_SEQ_NUM_RESET
1426,ApplReportType,1,LAST_MESSAGE_SENT
1426,ApplReportType,2,APPLICATION_ALIVE
1426,ApplReportType,3,RESEND_COMPLETE
1347,ApplReqType,0,RETRANSMISSION
1347,ApplReqType,1,SUBSCRIPTION
1347,ApplReqType,2,REQUEST_LAST_SEQ_NUM
1347,ApplReqType,3,REQUEST_APPLICATIONS
1347,ApplReqType,4,UNSUBSCRIBE
1347,ApplReqType,5,CANCEL_RETRANSMISSION
1347,ApplReqType,6,CANCEL_RETRANSMISSION_UNSUBSCRIBE
1354,ApplResponseError,0,APPLICATION_DOES_NOT_EXIST
1354,ApplResponseError,1,MESSAGES_REQUESTED_ARE_NOT_AVAILABLE
1354,ApplResponseError,2,USER_NOT_AUTHORIZED_FOR_APPLICATION
1348,ApplResponseType,0,REQUEST_SUCCESSFULLY_PROCESSED
1348,ApplResponseType,1,APPLICATION_DOES_NOT_EXIST
1348,ApplResponseType,2,MESSAGES_NOT_AVAILABLE
1128,ApplVerID,0,FIX27
1128,ApplVerID,1,FIX30
1128,ApplVerID,2,FIX40
1128,ApplVerID,3,FIX41
1128,ApplVerID,4,FIX42
1128,ApplVerID,5,FIX43
1128,ApplVerID,6,FIX44
1128,ApplVerID,7,FIX50
1128,ApplVerID,8,FIX50_SP1
1128,ApplVerID,9,FIX50_SP2
1128,ApplVerID,10,FIX_LATEST
1015,AsOfIndicator,0,FALSE
1015,AsOfIndicator,1,TRUE
1938,AssetClass,1,INTEREST_RATE
1938,AssetClass,2,CURRENCY
1938,AssetClass,3,CREDIT
1938,AssetClass,4,EQUITY
1938,AssetClass,5,COMMODITY
1938,AssetClass,6,OTHER
1938,AssetClass,7,CASH
1938,AssetClass,8,DEBT
1938,AssetClass,9,FUND
1938,AssetClass,10,LOAN_FACILITY
1938,AssetClass,11,INDEX
2210,AssetGroup,1,FINANCIALS
2210,AssetGroup,2,COMMODITIES
2210,AssetGroup,3,ALTERNATIVE_INVESTMENTS
1939,AssetSubClass,13,METALS
1939,AssetSubClass,14,BULLION
1939,AssetSubClass,15,ENERGY
1939,AssetSubClass,16,COMMODITY_INDEX
1939,AssetSubClass,17,AGRICULTURAL
1939,AssetSubClass,18,ENVIRONMENTAL
1939,AssetSubClass,19,FREIGHT
1939,AssetSubClass,41,FERTILIZER
1939,AssetSubClass,42,INDUSTRIAL_PRODUCT
1939,AssetSubClass,43,INFLATION
1939,AssetSubClass,44,PAPER
1939,AssetSubClass,45,POLYPROPYLENE
1939,AssetSubClass,46,OFFICIAL_ECONOMIC_STATISTICS
1939,AssetSubClass,4,SINGLE_NAME
1939,AssetSubClass,5,CREDIT_INDEX
1939,AssetSubClass,6,INDEX_TRANCHE
1939,AssetSubClass,7,CREDIT_BASKET
1939,AssetSubClass,3,BASKET
1939,AssetSubClass,38,FX_CROSS_RATES
1939,AssetSubClass,39,FX_EMERGING_MARKETS
1939,AssetSubClass,40,FX_MAJORS
1939,AssetSubClass,20,GOVERNMENT
1939,AssetSubClass,21,AGENCY
1939,AssetSubClass,22,CORPORATE
1939,AssetSubClass,23,FINANCING
1939,AssetSubClass,24,MONEY_MARKET
1939,AssetSubClass,25,MORTGAGE
1939,AssetSubClass,26,MUNICIPAL
1939,AssetSubClass,9,COMMON
1939,AssetSubClass,10,PREFERRED
1939,AssetSubClass,11,EQUITY_INDEX
1939,AssetSubClass,12,EQUITY_BASKET
1939,AssetSubClass,34,DIVIDEND_INDEX
1939,AssetSubClass,35,STOCK_DIVIDEND
1939,AssetSubClass,36,EXCHANGE_TRADED_FUND
1939,AssetSubClass,37,VOLATILITY_INDEX
1939,AssetSubClass,27,MUTUAL_FUND
1939,AssetSubClass,28,COLLECTIVE_INVESTMENT_VEHICLE
1939,AssetSubClass,29,INVESTMENT_PROGRAM
1939,AssetSubClass,30,SPECIALIZED_ACCOUNT_PROGRAM
1939,AssetSubClass,1,SINGLE_CURRENCY
1939,AssetSubClass,2,CROSS_CURRENCY
1939,AssetSubClass,31,TERM_LOAN
1939,AssetSubClass,32,BRIDGE_LOAN
1939,AssetSubClass,33,LETTER_OF_CREDIT
1939,AssetSubClass,8,EXOTIC
1939,AssetSubClass,47,OTHER_C10
1939,AssetSubClass,48,OTHER
744,AssignmentMethod,P,PRO_RATA
744,AssignmentMethod,R,RANDOM
2109,AttachmentEncodingType,0,BASE64
2109,AttachmentEncodingType,1,RAW_BINARY
1805,AuctionInstruction,0,AUTOMATED_AUCTION_PERMITTED
1805,AuctionInstruction,1,AUTOMATED_AUCTION_NOT_PERMITTED
1803,AuctionType,0,NONE
1803,AuctionType,1,BLOCK_ORDER_AUCTION
1803,AuctionType,2,DIRECTED_ORDER_AUCTION
1803,AuctionType,3,EXPOSURE_ORDER_AUCTION
1803,AuctionType,4,FLASH_ORDER_AUCTION
1803,AuctionType,5,FACILITATION_ORDER_AUCTION
1803,AuctionType,6,SOLICITATION_ORDER_AUCTION
1803,AuctionType,7,PRICE_IMPROVEMENT_MECHANISM
1803,AuctionType,8,DIRECTED_ORDER_PRICE_IMPROVEMENT_MECHANISM
2763,AveragePriceType,0,TIME_WEIGHTED_AVERAGE_PRICE
2763,AveragePriceType,1,VOLUME_WEIGHTED_AVERAGE_PRICE
2763,AveragePriceType,2,PERCENT_OF_VOLUME_AVERAGE_PRICE
2763,AveragePriceType,3,LIMIT_ORDER_AVERAGE_PRICE
819,AvgPxIndicator,0,NO_AVERAGE_PRICING
819,AvgPxIndicator,1,TRADE
819,AvgPxIndicator,2,LAST_TRADE
819,AvgPxIndicator,3,NOTIONAL_VALUE_AVERAGE_PX_GROUP_TRADE
819,AvgPxIndicator,4,AVERAGE_PRICED_TRADE
419,BasisPxType,2,CLOSING_PRICE_AT_MORNING_SESSION
419,BasisPxType,3,CLOSING_PRICE
419,BasisPxType,4,CURRENT_PRICE
419,BasisPxType,5,SQ
419,BasisPxType,6,VWAP_THROUGH_A_DAY
419,BasisPxType,7,VWAP_THROUGH_A_MORNING_SESSION
419,BasisPxType,8,VWAP_THROUGH_AN_AFTERNOON_SESSION
419,BasisPxType,9,VWAP_THROUGH_A_DAY_EXCEPT
419,BasisPxType,A,VWAP_THROUGH_A_MORNING_SESSION_EXCEPT
419,BasisPxType,B,VWAP_THROUGH_AN_AFTERNOON_SESSION_EXCEPT
419,BasisPxType,C,STRIKE
419,BasisPxType,D,OPEN
419,BasisPxType,Z,OTHERS
50002,BatchProcessMode,0,UPDATE
50002,BatchProcessMode,1,SNAPSHOT
8,BeginString,FIX.4.2,FIX42
8,BeginString,FIX.4.4,FIX44
8,BeginString,FIXT.1.1,FIXT11
221,BenchmarkCurveName,EONIA,EONIA
221,BenchmarkCurveName,EUREPO,EUREPO
221,BenchmarkCurveName,Euribor,EURIBOR
221,BenchmarkCurveName,FutureSWAP,FUTURE_SWAP
221,BenchmarkCurveName,LIBID,LIBID
221,BenchmarkCurveName,LIBOR,LIBOR
221,BenchmarkCurveName,MuniAAA,MUNI_AAA
221,BenchmarkCurveName,OTHER,OTHER
221,BenchmarkCurveName,Pfandbriefe,PFANDBRIEFE
221,BenchmarkCurveName,SONIA,SONIA
221,BenchmarkCurveName,SWAP,SWAP
221,BenchmarkCurveName,Treasury,TREASURY
221,BenchmarkCurveName,FEDEFF,FED_FUND_RATE_EFFECTIVE
221,BenchmarkCurveName,FEDOPEN,FED_OPEN
221,BenchmarkCurveName,EURIBOR,EURIBOR
221,BenchmarkCurveName,AUBSW,AUBSW
221,BenchmarkCurveName,BUBOR,BUBOR
221,BenchmarkCurveName,CDOR,CDOR
221,BenchmarkCurveName,CIBOR,CIBOR
221,BenchmarkCurveName,EONIASWAP,EONIASWAP
221,BenchmarkCurveName,ESTR,ESTR
221,BenchmarkCurveName,EURODOLLAR,EURODOLLAR
221,BenchmarkCurveName,EUROSWISS,EUROSWISS
221,BenchmarkCurveName,GCFREPO,GCFREPO
221,BenchmarkCurveName,ISDAFIX,ISDAFIX
221,BenchmarkCurveName,JIBAR,JIBAR
221,BenchmarkCurveName,MOSPRIM,MOSPRIM
221,BenchmarkCurveName,NIBOR,NIBOR
221,BenchmarkCurveName,PRIBOR,PRIBOR
221,BenchmarkCurveName,SOFR,SOFR
221,BenchmarkCurveName,STIBOR,STIBOR
221,BenchmarkCurveName,TELBOR,TELBOR
221,BenchmarkCurveName,TIBOR,TIBOR
221,BenchmarkCurveName,WIBOR,WIBOR
221,BenchmarkCurveName,AONIA,AONIA
221,BenchmarkCurveName,AONIA-R,AONIAR
221,BenchmarkCurveName,BKBM,BKBM
221,BenchmarkCurveName,CD91D,CD19_D
221,BenchmarkCurveName,CORRA,CORRA
221,BenchmarkCurveName,DIRR-TN,DIRRTN
221,BenchmarkCurveName,EIBOR,EIBOR
221,BenchmarkCurveName,FixingRepoRate,FIXING_REPO_RATE
221,BenchmarkCurveName,HIBOR,HIBOR
221,BenchmarkCurveName,IBR,IBR
221,BenchmarkCurveName,KLIBOR,KLIBOR
221,BenchmarkCurveName,MIBOR,MIBOR
221,BenchmarkCurveName,NZONIA,NZONIA
221,BenchmarkCurveName,PHIREF,PHIREF
221,BenchmarkCurveName,REIBOR,REIBOR
221,BenchmarkCurveName,SAIBOR,SAIBOR
221,BenchmarkCurveName,SARON,SARON
221,BenchmarkCurveName,SORA,SORA
221,BenchmarkCurveName,TLREF,TLREF
221,BenchmarkCurveName,TIIE,TIIE
221,BenchmarkCurveName,THBFIX,THBFIX
221,BenchmarkCurveName,TONAR,TONAR
399,BidDescriptorType,1,SECTOR
399,BidDescriptorType,2,COUNTRY
399,BidDescriptorType,3,INDEX
374,BidRequestTransType,C,CANCEL
374,BidRequestTransType,N,NEW
418,BidTradeType,A,AGENCY
418,BidTradeType,G,VWAP_GUARANTEE
418,BidTradeType,J,GUARANTEED_CLOSE
418,BidTradeType,R,RISK_TRADE
394,BidType,1,NON_DISCLOSED
394,BidType,2,DISCLOSED
394,BidType,3,NO_BIDDING_PROCESS
1980,BlockTrdAllocIndicator,0,BLOCK_TO_BE_ALLOCATED
1980,BlockTrdAllocIndicator,1,BLOCK_NOT_TO_BE_ALLOCATED
1980,BlockTrdAllocIndicator,2,ALLOCATED_TRADE
775,BookingType,0,REGULAR_BOOKING
775,BookingType,1,CFD
775,BookingType,2,TOTAL_RETURN_SWAP
590,BookingUnit,0,EACH_PARTIAL_EXECUTION_IS_A_BOOKABLE_UNIT
590,BookingUnit,1,AGGREGATE_PARTIAL_EXECUTIONS_ON_THIS_ORDER
590,BookingUnit,2,AGGREGATE_EXECUTIONS_FOR_THIS_SYMBOL
40921,BusinessDayConvention,0,NOT_APPLICABLE
40921,BusinessDayConvention,1,NONE
40921,BusinessDayConvention,2,FOLLOWING_DAY
40921,BusinessDayConvention,3,FLOATING_RATE_NOTE
40921,BusinessDayConvention,4,MODIFIED_FOLLOWING_DAY
40921,BusinessDayConvention,5,PRECEDING_DAY
40921,BusinessDayConvention,6,MODIFIED_PRECEDING_DAY
40921,BusinessDayConvention,7,NEAREST_DAY
380,BusinessRejectReason,0,OTHER
380,BusinessRejectReason,1,UNKNOWN_ID
380,BusinessRejectReason,2,UNKNOWN_SECURITY
380,BusinessRejectReason,3,UNSUPPORTED_MESSAGE_TYPE
380,BusinessRejectReason,4,APPLICATION_NOT_AVAILABLE
380,BusinessRejectReason,5,CONDITIONALLY_REQUIRED_FIELD_MISSING
380,BusinessRejectReason,6,NOT_AUTHORIZED
380,BusinessRejectReason,7,DELIVER_TO_FIRM_NOT_AVAILABLE_AT_THIS_TIME
380,BusinessRejectReason,8,THROTTLE_LIMIT_EXCEEDED
380,BusinessRejectReason,9,THROTTLE_LIMIT_EXCEEDED_SESSION_DISCONNECTED
380,BusinessRejectReason,10,THROTTLED_MESSAGES_REJECTED_ON_REQUEST
380,BusinessRejectReason,18,INVALID_PRICE_INCREMENT
875,CPProgram,1,PROGRAM3A3
875,CPProgram,2,PROGRAM42
875,CPProgram,3,PROGRAM3A2
875,CPProgram,4,PROGRAM3A3_AND3C7
875,CPProgram,5,PROGRAM3A4
875,CPProgram,6,PROGRAM3A5
875,CPProgram,7,PROGRAM3A7
875,CPProgram,8,PROGRAM3C7
875,CPProgram,99,OTHER
2592,CalculationMethod,0,AUTOMATIC
2592,CalculationMethod,1,MANUAL
480,CancellationRights,Y,YES
480,CancellationRights,N,NO_EXECUTION_ONLY
480,CancellationRights,M,NO_WAIVER_AGREEMENT
480,CancellationRights,O,NO_INSTITUTIONAL
544,CashMargin,1,CASH
544,CashMargin,2,MARGIN_OPEN
544,CashMargin,3,MARGIN_CLOSE
42217,CashSettlPriceDefault,0,CLOSE
42217,CashSettlPriceDefault,1,HEDGE
40027,CashSettlQuoteMethod,0,BID
40027,CashSettlQuoteMethod,1,MID
40027,CashSettlQuoteMethod,2,OFFER
40038,CashSettlValuationMethod,0,MARKET
40038,CashSettlValuationMethod,1,HIGHEST
40038,CashSettlValuationMethod,2,AVERAGE_MARKET
40038,CashSettlValuationMethod,3,AVERAGE_HIGHEST
40038,CashSettlValuationMethod,4,BLENDED_MARKET
40038,CashSettlValuationMethod,5,BLENDED_HIGHEST
40038,CashSettlValuationMethod,6,AVERAGE_BLENDED_MARKET
40038,CashSettlValuationMethod,7,AVERAGE_BLENDED_HIGHEST
1832,ClearedIndicator,0,NOT_CLEARED
1832,ClearedIndicator,1,CLEARED
1832,ClearedIndicator,2,SUBMITTED
1832,ClearedIndicator,3,REJECTED
1816,ClearingAccountType,1,CUSTOMER
1816,ClearingAccountType,2,FIRM
1816,ClearingAccountType,3,MARKET_MAKER
635,ClearingFeeIndicator,1,FIRST_YEAR_DELEGATE
635,ClearingFeeIndicator,2,SECOND_YEAR_DELEGATE
635,ClearingFeeIndicator,3,THIRD_YEAR_DELEGATE
635,ClearingFeeIndicator,4,FOURTH_YEAR_DELEGATE
635,ClearingFeeIndicator,5,FIFTH_YEAR_DELEGATE
635,ClearingFeeIndicator,9,SIXTH_YEAR_DELEGATE
635,ClearingFeeIndicator,B,CBOE_MEMBER
635,ClearingFeeIndicator,C,NON_MEMBER_AND_CUSTOMER
635,ClearingFeeIndicator,E,EQUITY_MEMBER_AND_CLEARING_MEMBER
635,ClearingFeeIndicator,F,FULL_AND_ASSOCIATE_MEMBER
635,ClearingFeeIndicator,H,FIRMS106_H_AND106_J
635,ClearingFeeIndicator,I,GIM
635,ClearingFeeIndicator,L,LESSEE106_F_EMPLOYEES
635,ClearingFeeIndicator,M,ALL_OTHER_OWNERSHIP_TYPES
577,ClearingInstruction,0,PROCESS_NORMALLY
577,ClearingInstruction,1,EXCLUDE_FROM_ALL_NETTING
577,ClearingInstruction,2,BILATERAL_NETTING_ONLY
577,ClearingInstruction,3,EX_CLEARING
577,ClearingInstruction,4,SPECIAL_TRADE
577,ClearingInstruction,5,MULTILATERAL_NETTING
577,ClearingInstruction,6,CLEAR_AGAINST_CENTRAL_COUNTERPARTY
577,ClearingInstruction,7,EXCLUDE_FROM_CENTRAL_COUNTERPARTY
577,ClearingInstruction,8,MANUAL_MODE
577,ClearingInstruction,9,AUTOMATIC_POSTING_MODE
577,ClearingInstruction,10,AUTOMATIC_GIVE_UP_MODE
577,ClearingInstruction,11,QUALIFIED_SERVICE_REPRESENTATIVE_QSR
577,ClearingInstruction,12,CUSTOMER_TRADE
577,ClearingInstruction,13,SELF_CLEARING
577,ClearingInstruction,14,BUY_IN
1924,ClearingIntention,0,DO_NOT_INTEND_TO_CLEAR
1924,ClearingIntention,1,INTEND_TO_CLEAR
1932,ClearingRequirementException,0,NO_EXCEPTION
1932,ClearingRequirementException,1,EXCEPTION
1932,ClearingRequirementException,2,END_USER_EXCEPTION
1932,ClearingRequirementException,3,INTER_AFFILIATE_EXCEPTION
1932,ClearingRequirementException,4,TREASURY_AFFILIATE_EXCEPTION
1932,ClearingRequirementException,5,COOPERATIVE_EXCEPTION
944,CollAction,0,RETAIN
944,CollAction,1,ADD
944,CollAction,2,REMOVE
1043,CollApplType,0,SPECIFIC_DEPOSIT
1043,CollApplType,1,GENERAL
895,CollAsgnReason,0,INITIAL
895,CollAsgnReason,1,SCHEDULED
895,CollAsgnReason,2,TIME_WARNING
895,CollAsgnReason,3,MARGIN_DEFICIENCY
895,CollAsgnReason,4,MARGIN_EXCESS
895,CollAsgnReason,5,FORWARD_COLLATERAL_DEMAND
895,CollAsgnReason,6,EVENT_OF_DEFAULT
895,CollAsgnReason,7,ADVERSE_TAX_EVENT
895,CollAsgnReason,8,TRANSFER_DEPOSIT
895,CollAsgnReason,9,TRANSFER_WITHDRAWAL
895,CollAsgnReason,10,PLEDGE
906,CollAsgnRejectReason,0,UNKNOWN_DEAL
906,CollAsgnRejectReason,1,UNKNOWN_OR_INVALID_INSTRUMENT
906,CollAsgnRejectReason,2,UNAUTHORIZED_TRANSACTION
906,CollAsgnRejectReason,3,INSUFFICIENT_COLLATERAL
906,CollAsgnRejectReason,4,INVALID_TYPE_OF_COLLATERAL
906,CollAsgnRejectReason,5,EXCESSIVE_SUBSTITUTION
906,CollAsgnRejectReason,99,OTHER
905,CollAsgnRespType,0,RECEIVED
905,CollAsgnRespType,1,ACCEPTED
905,CollAsgnRespType,2,DECLINED
905,CollAsgnRespType,3,REJECTED
905,CollAsgnRespType,4,TRANSACTION_PENDING
905,CollAsgnRespType,5,TRANSACTION_COMPLETED_WITH_WARNING
903,CollAsgnTransType,0,NEW
903,CollAsgnTransType,1,REPLACE
903,CollAsgnTransType,2,CANCEL
903,CollAsgnTransType,3,RELEASE
903,CollAsgnTransType,4,REVERSE
896,CollInquiryQualifier,0,TRADE_DATE
896,CollInquiryQualifier,1,GC_INSTRUMENT
896,CollInquiryQualifier,2,COLLATERAL_INSTRUMENT
