message_name,msgtype,msgcat,field_number,field_name,field_type,required,position
Advertisement,7,app,8,BeginString,STRING,Y,1
Advertisement,7,app,9,BodyLength,LENGTH,Y,2
Advertisement,7,app,35,MsgType,STRING,Y,3
Advertisement,7,app,49,SenderCompID,STRING,Y,4
Advertisement,7,app,56,TargetCompID,STRING,Y,5
Advertisement,7,app,115,OnBehalfOfCompID,STRING,N,6
Advertisement,7,app,128,DeliverToCompID,STRING,N,7
Advertisement,7,app,90,SecureDataLen,LENGTH,N,8
Advertisement,7,app,91,SecureData,DATA,N,9
Advertisement,7,app,34,MsgSeqNum,SEQNUM,Y,10
Advertisement,7,app,50,SenderSubID,STRING,N,11
Advertisement,7,app,142,SenderLocationID,STRING,N,12
Advertisement,7,app,57,TargetSubID,STRING,N,13
Advertisement,7,app,143,TargetLocationID,STRING,N,14
Advertisement,7,app,116,OnBehalfOfSubID,STRING,N,15
Advertisement,7,app,144,OnBehalfOfLocationID,STRING,N,16
Advertisement,7,app,129,DeliverToSubID,STRING,N,17
Advertisement,7,app,145,DeliverToLocationID,STRING,N,18
Advertisement,7,app,43,PossDupFlag,BOOLEAN,N,19
Advertisement,7,app,97,PossResend,BOOLEAN,N,20
Advertisement,7,app,52,SendingTime,UTCTIMESTAMP,Y,21
Advertisement,7,app,122,OrigSendingTime,UTCTIMESTAMP,N,22
Advertisement,7,app,212,XmlDataLen,LENGTH,N,23
Advertisement,7,app,213,XmlData,DATA,N,24
Advertisement,7,app,347,MessageEncoding,STRING,N,25
Advertisement,7,app,369,LastMsgSeqNumProcessed,SEQNUM,N,26
Advertisement,7,app,370,OnBehalfOfSendingTime,UTCTIMESTAMP,N,27
Advertisement,7,app,627,NoHops,GROUP,N,28
Advertisement,7,app,628,HopCompID,STRING,N,29
Advertisement,7,app,629,HopSendingTime,UTCTIMESTAMP,N,30
Advertisement,7,app,630,HopRefID,SEQNUM,N,31
Advertisement,7,app,2,AdvId,STRING,Y,32
Advertisement,7,app,5,AdvTransType,STRING,Y,33
Advertisement,7,app,3,AdvRefID,STRING,N,34
Advertisement,7,app,55,Symbol,STRING,N,35
Advertisement,7,app,65,SymbolSfx,STRING,N,36
Advertisement,7,app,48,SecurityID,STRING,N,37
Advertisement,7,app,22,SecurityIDSource,STRING,N,38
Advertisement,7,app,454,NoSecurityAltID,GROUP,N,39
Advertisement,7,app,455,SecurityAltID,STRING,N,40
Advertisement,7,app,456,SecurityAltIDSource,STRING,N,41
Advertisement,7,app,460,Product,INT,N,42
Advertisement,7,app,461,CFICode,STRING,N,43
Advertisement,7,app,167,SecurityType,STRING,N,44
Advertisement,7,app,200,MaturityMonthYear,MONTHYEAR,N,45
Advertisement,7,app,541,MaturityDate,LOCALMKTDATE,N,46
Advertisement,7,app,224,CouponPaymentDate,UTCDATE,N,47
Advertisement,7,app,225,IssueDate,UTCDATE,N,48
Advertisement,7,app,239,RepoCollateralSecurityType,STRING,N,49
Advertisement,7,app,226,RepurchaseTerm,INT,N,50
Advertisement,7,app,227,RepurchaseRate,PERCENTAGE,N,51
Advertisement,7,app,228,Factor,FLOAT,N,52
Advertisement,7,app,255,CreditRating,STRING,N,53
Advertisement,7,app,543,InstrRegistry,STRING,N,54
Advertisement,7,app,470,CountryOfIssue,COUNTRY,N,55
Advertisement,7,app,471,StateOrProvinceOfIssue,STRING,N,56
Advertisement,7,app,472,LocaleOfIssue,STRING,N,57
Advertisement,7,app,240,RedemptionDate,UTCDATE,N,58
Advertisement,7,app,202,StrikePrice,PRICE,N,59
Advertisement,7,app,206,OptAttribute,CHAR,N,60
Advertisement,7,app,231,ContractMultiplier,FLOAT,N,61
Advertisement,7,app,223,CouponRate,PERCENTAGE,N,62
Advertisement,7,app,207,SecurityExchange,EXCHANGE,N,63
Advertisement,7,app,106,Issuer,STRING,N,64
Advertisement,7,app,348,EncodedIssuerLen,LENGTH,N,65
Advertisement,7,app,349,EncodedIssuer,DATA,N,66
Advertisement,7,app,107,SecurityDesc,STRING,N,67
Advertisement,7,app,350,EncodedSecurityDescLen,LENGTH,N,68
Advertisement,7,app,351,EncodedSecurityDesc,DATA,N,69
Advertisement,7,app,4,AdvSide,CHAR,Y,70
Advertisement,7,app,53,Quantity,QTY,Y,71
Advertisement,7,app,44,Price,PRICE,N,72
Advertisement,7,app,15,Currency,CURRENCY,N,73
Advertisement,7,app,75,TradeDate,LOCALMKTDATE,N,74
Advertisement,7,app,60,TransactTime,UTCTIMESTAMP,N,75
Advertisement,7,app,58,Text,STRING,N,76
Advertisement,7,app,354,EncodedTextLen,LENGTH,N,77
Advertisement,7,app,355,EncodedText,DATA,N,78
Advertisement,7,app,149,URLLink,STRING,N,79
Advertisement,7,app,30,LastMkt,EXCHANGE,N,80
Advertisement,7,app,336,TradingSessionID,STRING,N,81
Advertisement,7,app,625,TradingSessionSubID,STRING,N,82
Advertisement,7,app,93,SignatureLength,LENGTH,N,83
Advertisement,7,app,89,Signature,DATA,N,84
Advertisement,7,app,10,CheckSum,STRING,Y,85
Allocation,J,app,8,BeginString,STRING,Y,1
Allocation,J,app,9,BodyLength,LENGTH,Y,2
Allocation,J,app,35,MsgType,STRING,Y,3
Allocation,J,app,49,SenderCompID,STRING,Y,4
Allocation,J,app,56,TargetCompID,STRING,Y,5
Allocation,J,app,115,OnBehalfOfCompID,STRING,N,6
Allocation,J,app,128,DeliverToCompID,STRING,N,7
Allocation,J,app,90,SecureDataLen,LENGTH,N,8
Allocation,J,app,91,SecureData,DATA,N,9
Allocation,J,app,34,MsgSeqNum,SEQNUM,Y,10
Allocation,J,app,50,SenderSubID,STRING,N,11
Allocation,J,app,142,SenderLocationID,STRING,N,12
Allocation,J,app,57,TargetSubID,STRING,N,13
Allocation,J,app,143,TargetLocationID,STRING,N,14
Allocation,J,app,116,OnBehalfOfSubID,STRING,N,15
Allocation,J,app,144,OnBehalfOfLocationID,STRING,N,16
Allocation,J,app,129,DeliverToSubID,STRING,N,17
Allocation,J,app,145,DeliverToLocationID,STRING,N,18
Allocation,J,app,43,PossDupFlag,BOOLEAN,N,19
Allocation,J,app,97,PossResend,BOOLEAN,N,20
Allocation,J,app,52,SendingTime,UTCTIMESTAMP,Y,21
Allocation,J,app,122,OrigSendingTime,UTCTIMESTAMP,N,22
Allocation,J,app,212,XmlDataLen,LENGTH,N,23
Allocation,J,app,213,XmlData,DATA,N,24
Allocation,J,app,347,MessageEncoding,STRING,N,25
Allocation,J,app,369,LastMsgSeqNumProcessed,SEQNUM,N,26
Allocation,J,app,370,OnBehalfOfSendingTime,UTCTIMESTAMP,N,27
Allocation,J,app,627,NoHops,GROUP,N,28
Allocation,J,app,628,HopCompID,STRING,N,29
Allocation,J,app,629,HopSendingTime,UTCTIMESTAMP,N,30
Allocation,J,app,630,HopRefID,SEQNUM,N,31
Allocation,J,app,70,AllocID,STRING,Y,32
Allocation,J,app,71,AllocTransType,CHAR,Y,33
