field_number,field_name,enum,description
577,ClearingInstruction,6,CLEAR_AGAINST_CENTRAL_COUNTERPARTY
577,ClearingInstruction,10,AUTOMATIC_GIVE_UP_MODE
577,ClearingInstruction,4,SPECIAL_TRADE
577,ClearingInstruction,3,EX_CLEARING
577,ClearingInstruction,0,PROCESS_NORMALLY
577,ClearingInstruction,7,EXCLUDE_FROM_CENTRAL_COUNTERPARTY
577,ClearingInstruction,1,EXCLUDE_FROM_ALL_NETTING
13,CommType,6,POINTS_PER_BOND_OR_CONTRACT
13,CommType,1,PER_UNIT
13,CommType,2,PERCENT
13,CommType,3,ABSOLUTE
13,CommType,5,PERCENTAGE_WAIVED_ENHANCED_UNITS
13,CommType,4,PERCENTAGE_WAIVED_CASH_DISCOUNT
519,ContAmtType,15,NET_SETTLEMENT_AMOUNT
519,ContAmtType,1,COMMISSION_AMOUNT
519,ContAmtType,2,COMMISSION_PERCENT
519,ContAmtType,3,INITIAL_CHARGE_AMOUNT
519,ContAmtType,4,INITIAL_CHARGE_PERCENT
519,ContAmtType,5,DISCOUNT_AMOUNT
519,ContAmtType,6,DISCOUNT_PERCENT
519,ContAmtType,7,DILUTION_LEVY_AMOUNT
519,ContAmtType,8,DILUTION_LEVY_PERCENT
519,ContAmtType,9,EXIT_CHARGE_AMOUNT
519,ContAmtType,10,EXIT_CHARGE_PERCENT
519,ContAmtType,11,FUND_BASED_RENEWAL_COMMISSION_PERCENT
519,ContAmtType,12,PROJECTED_FUND_VALUE
519,ContAmtType,14,FUND_BASED_RENEWAL_COMMISSION_ON_FUND
519,ContAmtType,13,FUND_BASED_RENEWAL_COMMISSION_ON_ORDER
292,CorporateAction,B,EX_DISTRIBUTION
292,CorporateAction,E,EX_INTEREST
292,CorporateAction,C,EX_RIGHTS
292,CorporateAction,A,EX_DIVIDEND
292,CorporateAction,D,NEW
203,CoveredOrUncovered,1,UNCOVERED
203,CoveredOrUncovered,0,COVERED
550,CrossPrioritization,2,SELL_SIDE_IS_PRIORITIZED
550,CrossPrioritization,0,NONE
550,CrossPrioritization,1,BUY_SIDE_IS_PRIORITIZED
549,CrossType,1,CROSS_AON
549,CrossType,2,CROSS_IOC
549,CrossType,3,CROSS_ONE_SIDE
549,CrossType,4,CROSS_SAME_PRICE
102,CxlRejReason,1,UNKNOWN_ORDER
102,CxlRejReason,0,TOO_LATE_TO_CANCEL
102,CxlRejReason,6,DUPLICATE_CL_ORD_ID
102,CxlRejReason,5,ORIG_ORD_MOD_TIME
102,CxlRejReason,4,UNABLE_TO_PROCESS_ORDER_MASS_CANCEL_REQUEST
102,CxlRejReason,3,ORDER_ALREADY_IN_PENDING_STATUS
102,CxlRejReason,2,BROKER_CREDIT
434,CxlRejResponseTo,2,ORDER_CANCEL
434,CxlRejResponseTo,1,ORDER_CANCEL_REQUEST
127,DKReason,B,WRONG_SIDE
127,DKReason,C,QUANTITY_EXCEEDS_ORDER
127,DKReason,D,NO_MATCHING_ORDER
127,DKReason,E,PRICE_EXCEEDS_LIMIT
127,DKReason,Z,OTHER
127,DKReason,A,UNKNOWN_SYMBOL
589,DayBookingInst,0,AUTO
589,DayBookingInst,1,SPEAK_WITH_ORDER_INITIATOR_BEFORE_BOOKING
285,DeleteReason,0,CANCELLATION
285,DeleteReason,1,ERROR
388,DiscretionInst,0,RELATED_TO_DISPLAYED_PRICE
388,DiscretionInst,1,RELATED_TO_MARKET_PRICE
388,DiscretionInst,2,RELATED_TO_PRIMARY_PRICE
388,DiscretionInst,3,RELATED_TO_LOCAL_PRIMARY_PRICE
388,DiscretionInst,4,RELATED_TO_MIDPOINT_PRICE
388,DiscretionInst,5,RELATED_TO_LAST_TRADE_PRICE
329,DueToRelated,Y,YES
329,DueToRelated,N,NO
94,EmailType,0,NEW
94,EmailType,1,REPLY
94,EmailType,2,ADMIN_REPLY
98,EncryptMethod,2,DES
98,EncryptMethod,6,PEM
98,EncryptMethod,5,PGPDESMD5
98,EncryptMethod,3,PKCSDES
98,EncryptMethod,0,NONE
98,EncryptMethod,1,PKCS
98,EncryptMethod,4,PGPDES
411,ExchangeForPhysical,N,NO
411,ExchangeForPhysical,Y,YES
18,ExecInst,Y,TRY_TO_STOP
18,ExecInst,M,MID_PRICE_PEG
18,ExecInst,P,MARKET_PEG
18,ExecInst,Q,CANCEL_ON_SYSTEM_FAILURE
18,ExecInst,R,PRIMARY_PEG
18,ExecInst,S,SUSPEND
18,ExecInst,U,CUSTOMER_DISPLAY_INSTRUCTION
18,ExecInst,V,NETTING
18,ExecInst,W,PEG_TO_VWAP
18,ExecInst,X,TRADE_ALONG
18,ExecInst,D,PERCENT_OF_VOLUME
18,ExecInst,0,STAY_ON_OFFER_SIDE
18,ExecInst,2,WORK
18,ExecInst,4,OVER_THE_DAY
18,ExecInst,5,HELD
18,ExecInst,6,PARTICIPATE_DO_NOT_INITIATE
18,ExecInst,7,STRICT_SCALE
18,ExecInst,8,TRY_TO_SCALE
18,ExecInst,9,STAY_ON_BID_SIDE
18,ExecInst,A,NO_CROSS
18,ExecInst,O,OPENING_PEG
18,ExecInst,C,CALL_FIRST
18,ExecInst,N,NON_NEGOTIABLE
18,ExecInst,E,DO_NOT_INCREASE
18,ExecInst,F,DO_NOT_REDUCE
18,ExecInst,G,ALL_OR_NONE
18,ExecInst,H,REINSTATE_ON_SYSTEM_FAILURE
18,ExecInst,I,INSTITUTIONS_ONLY
18,ExecInst,J,REINSTATE_ON_TRADING_HALT
18,ExecInst,K,CANCEL_ON_TRADING_HALT
18,ExecInst,L,LAST_PEG
18,ExecInst,3,GO_ALONG
18,ExecInst,B,OK_TO_CROSS
18,ExecInst,1,NOT_HELD
484,ExecPriceType,S,SINGLE_PRICE
484,ExecPriceType,Q,OFFER_PRICE_MINUS_ADJUSTMENT_AMOUNT
484,ExecPriceType,P,OFFER_PRICE_MINUS_ADJUSTMENT_PERCENT
484,ExecPriceType,O,OFFER_PRICE
484,ExecPriceType,E,CREATION_PRICE_PLUS_ADJUSTMENT_AMOUNT
484,ExecPriceType,D,CREATION_PRICE_PLUS_ADJUSTMENT_PERCENT
484,ExecPriceType,C,CREATION_PRICE
484,ExecPriceType,B,BID_PRICE
378,ExecRestatementReason,7,CANCEL_ON_SYSTEM_FAILURE
378,ExecRestatementReason,0,GT_CORPORATE_ACTION
378,ExecRestatementReason,8,MARKET
378,ExecRestatementReason,6,CANCEL_ON_TRADING_HALT
378,ExecRestatementReason,5,PARTIAL_DECLINE_OF_ORDER_QTY
378,ExecRestatementReason,4,BROKER_OPTION
378,ExecRestatementReason,3,REPRICING_OF_ORDER
378,ExecRestatementReason,1,GT_RENEWAL
378,ExecRestatementReason,2,VERBAL_CHANGE
150,ExecType,6,PENDING_CANCEL
150,ExecType,0,NEW
150,ExecType,1,PARTIAL_FILL
150,ExecType,2,FILL
150,ExecType,4,CANCELED
150,ExecType,5,REPLACED
150,ExecType,8,REJECTED
150,ExecType,9,SUSPENDED
150,ExecType,A,PENDING_NEW
150,ExecType,B,CALCULATED
150,ExecType,C,EXPIRED
150,ExecType,D,RESTATED
150,ExecType,E,PENDING_REPLACE
150,ExecType,F,TRADE
150,ExecType,G,TRADE_CORRECT
150,ExecType,H,TRADE_CANCEL
150,ExecType,I,ORDER_STATUS
150,ExecType,3,DONE_FOR_DAY
150,ExecType,7,STOPPED
291,FinancialStatus,1,BANKRUPT
291,FinancialStatus,2,PENDING_DELISTING
121,ForexReq,Y,YES
121,ForexReq,N,NO
497,FundRenewWaiv,N,NO
497,FundRenewWaiv,Y,YES
427,GTBookingInst,0,BOOK_OUT_ALL_TRADES_ON_DAY_OF_EXECUTION
427,GTBookingInst,2,ACCUMULATE_UNTIL_VERBALLLY_NOTIFIED_OTHERWISE
427,GTBookingInst,1,ACCUMULATE_UNTIL_FILLED_OR_EXPIRED
123,GapFillFlag,Y,YES
123,GapFillFlag,N,NO
327,HaltReasonChar,X,EQUIPMENT_CHANGEOVER
327,HaltReasonChar,M,ADDITIONAL_INFORMATION
327,HaltReasonChar,E,ORDER_INFLUX
327,HaltReasonChar,P,NEWS_PENDING
327,HaltReasonChar,I,ORDER_IMBALANCE
327,HaltReasonChar,D,NEWS_DISSEMINATION
21,HandlInst,1,AUTOMATED_EXECUTION_NO_INTERVENTION
21,HandlInst,2,AUTOMATED_EXECUTION_INTERVENTION_OK
21,HandlInst,3,MANUAL_ORDER
130,IOINaturalFlag,Y,YES
130,IOINaturalFlag,N,NO
25,IOIQltyInd,M,MEDIUM
25,IOIQltyInd,H,HIGH
25,IOIQltyInd,L,LOW
27,IOIQty,L,LARGE
27,IOIQty,M,MEDIUM
27,IOIQty,S,SMALL
104,IOIQualifier,O,AT_THE_OPEN
104,IOIQualifier,X,CROSSING_OPPORTUNITY
104,IOIQualifier,W,INDICATION
104,IOIQualifier,V,VERSUS
104,IOIQualifier,T,THROUGH_THE_DAY
104,IOIQualifier,S,PORTFOLIO_SHOWN
104,IOIQualifier,R,READY_TO_TRADE
104,IOIQualifier,A,ALL_OR_NONE
104,IOIQualifier,P,TAKING_A_POSITION
104,IOIQualifier,M,MORE_BEHIND
104,IOIQualifier,L,LIMIT
104,IOIQualifier,I,IN_TOUCH_WITH
104,IOIQualifier,D,VWAP
104,IOIQualifier,C,AT_THE_CLOSE
104,IOIQualifier,B,MARKET_ON_CLOSE
104,IOIQualifier,Q,AT_THE_MARKET
104,IOIQualifier,Y,AT_THE_MIDPOINT
104,IOIQualifier,Z,PRE_OPEN
28,IOITransType,C,CANCEL
28,IOITransType,N,NEW
28,IOITransType,R,REPLACE
328,InViewOfCommon,Y,YES
328,InViewOfCommon,N,NO
416,IncTaxInd,2,GROSS
416,IncTaxInd,1,NET
29,LastCapacity,4,PRINCIPAL
29,LastCapacity,3,CROSS_AS_PRINCIPAL
29,LastCapacity,1,AGENT
29,LastCapacity,2,CROSS_AS_AGENT
650,LegalConfirm,Y,YES
650,LegalConfirm,N,NO
409,LiquidityIndType,3,NORMAL_MARKET_SIZE
409,LiquidityIndType,4,OTHER
409,LiquidityIndType,2,TWENTY_DAY_MOVING_AVERAGE
409,LiquidityIndType,1,FIVE_DAY_MOVING_AVERAGE
433,ListExecInstType,5,BUY_DRIVEN_CASH_WITHDRAW
433,ListExecInstType,4,BUY_DRIVEN_CASH_TOP_UP
433,ListExecInstType,2,WAIT_FOR_INSTRUCTION
433,ListExecInstType,1,IMMEDIATE
433,ListExecInstType,3,SELL_DRIVEN
431,ListOrderStatus,4,CANCELLING
431,ListOrderStatus,3,EXECUTING
431,ListOrderStatus,7,REJECT
431,ListOrderStatus,6,ALL_DONE
431,ListOrderStatus,5,ALERT
431,ListOrderStatus,2,RECEIVED_FOR_EXECUTION
431,ListOrderStatus,1,IN_BIDDING_PROCESS
429,ListStatusType,6,ALERT
429,ListStatusType,4,EXEC_STARTED
429,ListStatusType,3,TIMED
429,ListStatusType,2,RESPONSE
429,ListStatusType,1,ACK
429,ListStatusType,5,ALL_DONE
114,LocateReqd,Y,YES
114,LocateReqd,N,NO
269,MDEntryType,7,TRADING_SESSION_HIGH_PRICE
269,MDEntryType,1,OFFER
269,MDEntryType,A,IMBALANCE
269,MDEntryType,9,TRADING_SESSION_VWAP_PRICE
269,MDEntryType,8,TRADING_SESSION_LOW_PRICE
269,MDEntryType,5,CLOSING_PRICE
269,MDEntryType,4,OPENING_PRICE
269,MDEntryType,0,BID
269,MDEntryType,2,TRADE
269,MDEntryType,3,INDEX_VALUE
269,MDEntryType,6,SETTLEMENT_PRICE
547,MDImplicitDelete,Y,YES
547,MDImplicitDelete,N,NO
281,MDReqRejReason,7,UNSUPPORTED_AGGREGATED_BOOK
281,MDReqRejReason,1,DUPLICATE_MD_REQ_ID
281,MDReqRejReason,C,UNSUPPORTED_MD_IMPLICIT_DELETE
281,MDReqRejReason,B,UNSUPPORTED_OPEN_CLOSE_SETTLE_FLAG
281,MDReqRejReason,A,UNSUPPORTED_SCOPE
281,MDReqRejReason,9,UNSUPPORTED_TRADING_SESSION_ID
281,MDReqRejReason,8,UNSUPPORTED_MD_ENTRY_TYPE
281,MDReqRejReason,6,UNSUPPORTED_MD_UPDATE_TYPE
281,MDReqRejReason,5,UNSUPPORTED_MARKET_DEPTH
281,MDReqRejReason,4,UNSUPPORTED_SUBSCRIPTION_REQUEST_TYPE
281,MDReqRejReason,2,INSUFFICIENT_BANDWIDTH
281,MDReqRejReason,0,UNKNOWN_SYMBOL
281,MDReqRejReason,3,INSUFFICIENT_PERMISSIONS
279,MDUpdateAction,0,NEW
279,MDUpdateAction,1,CHANGE
279,MDUpdateAction,2,DELETE
265,MDUpdateType,0,FULL_REFRESH
265,MDUpdateType,1,INCREMENTAL_REFRESH
532,MassCancelRejectReason,2,INVALID_OR_UNKOWN_UNDERLYING_SECURITY
532,MassCancelRejectReason,6,INVALID_OR_UNKNOWN_TRADING_SESSION
532,MassCancelRejectReason,5,INVALID_OR_UNKNOWN_SECURITY_TYPE
532,MassCancelRejectReason,3,INVALID_OR_UNKNOWN_PRODUCT
532,MassCancelRejectReason,1,INVALID_OR_UNKNOWN_SECURITY
532,MassCancelRejectReason,0,MASS_CANCEL_NOT_SUPPORTED
532,MassCancelRejectReason,4,INVALID_OR_UNKNOWN_CFI_CODE
530,MassCancelRequestType,1,CANCEL_ORDERS_FOR_A_SECURITY
530,MassCancelRequestType,7,CANCEL_ALL_ORDERS
530,MassCancelRequestType,6,CANCEL_ORDERS_FOR_A_TRADING_SESSION
530,MassCancelRequestType,5,CANCEL_ORDERS_FOR_A_SECURITY_TYPE
530,MassCancelRequestType,4,CANCEL_ORDERS_FOR_ACFI_CODE
530,MassCancelRequestType,2,CANCEL_ORDERS_FOR_AN_UNDERLYING_SECURITY
530,MassCancelRequestType,3,CANCEL_ORDERS_FOR_A_PRODUCT
531,MassCancelResponse,6,CANCEL_ORDERS_FOR_A_TRADING_SESSION
531,MassCancelResponse,0,CANCEL_REQUEST_REJECTED
531,MassCancelResponse,7,CANCEL_ALL_ORDERS
531,MassCancelResponse,3,CANCEL_ORDERS_FOR_A_PRODUCT
531,MassCancelResponse,5,CANCEL_ORDERS_FOR_A_SECURITY_TYPE
531,MassCancelResponse,4,CANCEL_ORDERS_FOR_ACFI_CODE
531,MassCancelResponse,1,CANCEL_ORDERS_FOR_A_SECURITY
531,MassCancelResponse,2,CANCEL_ORDERS_FOR_AN_UNDERLYING_SECURITY
585,MassStatusReqType,1,STATUS_FOR_ORDERS_FOR_A_SECURITY
585,MassStatusReqType,2,STATUS_FOR_ORDERS_FOR_AN_UNDERLYING_SECURITY
585,MassStatusReqType,3,STATUS_FOR_ORDERS_FOR_A_PRODUCT
585,MassStatusReqType,4,STATUS_FOR_ORDERS_FOR_ACFI_CODE
585,MassStatusReqType,5,STATUS_FOR_ORDERS_FOR_A_SECURITY_TYPE
585,MassStatusReqType,6,STATUS_FOR_ORDERS_FOR_A_TRADING_SESSION
585,MassStatusReqType,8,STATUS_FOR_ORDERS_FOR_A_PARTY_ID
585,MassStatusReqType,7,STATUS_FOR_ALL_ORDERS
573,MatchStatus,0,COMPARED
573,MatchStatus,1,UNCOMPARED
573,MatchStatus,2,ADVISORY_OR_ALERT
574,MatchType,S5,A5_EXACT_MATCH_SUMMARIZED_QUANTITY
574,MatchType,M1,EXACT_MATCH_MINUS_BADGES_TIMES
574,MatchType,M6,ACTM6_MATCH
574,MatchType,M5,ACT_DEFAULT_AFTER_M2
574,MatchType,M3,ACT_ACCEPTED_TRADE
574,MatchType,S2,A2_EXACT_MATCH_SUMMARIZED_QUANTITY
574,MatchType,S3,A3_EXACT_MATCH_SUMMARIZED_QUANTITY
574,MatchType,S4,A4_EXACT_MATCH_SUMMARIZED_QUANTITY
574,MatchType,M2,SUMMARIZED_MATCH_MINUS_BADGES_TIMES
574,MatchType,A2,EXACT_MATCH_PLUS4_BADGES
574,MatchType,A3,EXACT_MATCH_PLUS2_BADGES_EXEC_TIME
574,MatchType,A4,EXACT_MATCH_PLUS2_BADGES
574,MatchType,AQ,STAMPED_ADVISORIES_OR_SPECIALIST_ACCEPTS
574,MatchType,MT,OCS_LOCKED_IN
574,MatchType,M4,ACT_DEFAULT_TRADE
574,MatchType,A1,EXACT_MATCH_PLUS4_BADGES_EXEC_TIME
574,MatchType,S1,A1_EXACT_MATCH_SUMMARIZED_QUANTITY
574,MatchType,A5,EXACT_MATCH_PLUS_EXEC_TIME
347,MessageEncoding,UTF-8,UTF8
347,MessageEncoding,ISO-2022-JP,ISO2022_JP
347,MessageEncoding,EUC-JP,EUCJP
347,MessageEncoding,Shift_JIS,SHIFT_JIS
139,MiscFeeType,3,LOCAL_COMMISSION
139,MiscFeeType,4,EXCHANGE_FEES
139,MiscFeeType,5,STAMP
139,MiscFeeType,6,LEVY
139,MiscFeeType,7,OTHER
139,MiscFeeType,8,MARKUP
139,MiscFeeType,9,CONSUMPTION_TAX
139,MiscFeeType,1,REGULATORY
139,MiscFeeType,2,TAX
481,MoneyLaunderingStatus,3,EXEMPT_AUTHORISED
481,MoneyLaunderingStatus,2,EXEMPT_MONEY_TYPE
481,MoneyLaunderingStatus,1,EXEMPT_BELOW_LIMIT
481,MoneyLaunderingStatus,Y,PASSED
481,MoneyLaunderingStatus,N,NOT_CHECKED
385,MsgDirection,S,SEND
385,MsgDirection,R,RECEIVE
35,MsgType,0,HEARTBEAT
35,MsgType,1,TEST_REQUEST
35,MsgType,2,RESEND_REQUEST
35,MsgType,3,REJECT
35,MsgType,4,SEQUENCE_RESET
35,MsgType,5,LOGOUT
35,MsgType,6,IOI
35,MsgType,7,ADVERTISEMENT
35,MsgType,8,EXECUTION_REPORT
35,MsgType,9,ORDER_CANCEL_REJECT
35,MsgType,a,QUOTE_STATUS_REQUEST
35,MsgType,A,LOGON
35,MsgType,AA,DERIVATIVE_SECURITY_LIST
35,MsgType,AB,NEW_ORDER_MULTILEG
35,MsgType,AC,MULTILEG_ORDER_CANCEL_REPLACE
35,MsgType,AD,TRADE_CAPTURE_REPORT_REQUEST
35,MsgType,AE,TRADE_CAPTURE_REPORT
35,MsgType,AF,ORDER_MASS_STATUS_REQUEST
35,MsgType,AG,QUOTE_REQUEST_REJECT
35,MsgType,AH,RFQ_REQUEST
35,MsgType,AI,QUOTE_STATUS_REPORT
35,MsgType,b,MASS_QUOTE_ACKNOWLEDGEMENT
35,MsgType,B,NEWS
35,MsgType,c,SECURITY_DEFINITION_REQUEST
35,MsgType,C,EMAIL
35,MsgType,d,SECURITY_DEFINITION
35,MsgType,D,NEW_ORDER_SINGLE
35,MsgType,e,SECURITY_STATUS_REQUEST
35,MsgType,E,NEW_ORDER_LIST
35,MsgType,f,SECURITY_STATUS
35,MsgType,F,ORDER_CANCEL_REQUEST
35,MsgType,G,ORDER_CANCEL_REPLACE_REQUEST
35,MsgType,g,TRADING_SESSION_STATUS_REQUEST
35,MsgType,h,TRADING_SESSION_STATUS
35,MsgType,H,ORDER_STATUS_REQUEST
35,MsgType,i,MASS_QUOTE
35,MsgType,j,BUSINESS_MESSAGE_REJECT
35,MsgType,J,ALLOCATION_INSTRUCTION
35,MsgType,K,LIST_CANCEL_REQUEST
35,MsgType,k,BID_REQUEST
35,MsgType,l,BID_RESPONSE
35,MsgType,L,LIST_EXECUTE
35,MsgType,m,LIST_STRIKE_PRICE
35,MsgType,M,LIST_STATUS_REQUEST
35,MsgType,N,LIST_STATUS
35,MsgType,n,XML_NON_FIX
35,MsgType,o,REGISTRATION_INSTRUCTIONS
35,MsgType,P,ALLOCATION_INSTRUCTION_ACK
35,MsgType,p,REGISTRATION_INSTRUCTIONS_RESPONSE
35,MsgType,q,ORDER_MASS_CANCEL_REQUEST
35,MsgType,Q,DONT_KNOW_TRADE
35,MsgType,r,ORDER_MASS_CANCEL_REPORT
35,MsgType,R,QUOTE_REQUEST
35,MsgType,s,NEW_ORDER_CROSS
35,MsgType,S,QUOTE
35,MsgType,t,CROSS_ORDER_CANCEL_REPLACE_REQUEST
35,MsgType,T,SETTLEMENT_INSTRUCTIONS
35,MsgType,u,CROSS_ORDER_CANCEL_REQUEST
35,MsgType,v,SECURITY_TYPE_REQUEST
35,MsgType,V,MARKET_DATA_REQUEST
35,MsgType,w,SECURITY_TYPES
35,MsgType,W,MARKET_DATA_SNAPSHOT_FULL_REFRESH
35,MsgType,x,SECURITY_LIST_REQUEST
35,MsgType,X,MARKET_DATA_INCREMENTAL_REFRESH
35,MsgType,y,SECURITY_LIST
35,MsgType,Y,MARKET_DATA_REQUEST_REJECT
35,MsgType,z,DERIVATIVE_SECURITY_LIST_REQUEST
35,MsgType,Z,QUOTE_CANCEL
442,MultiLegReportingType,1,SINGLE_SECURITY
442,MultiLegReportingType,2,INDIVIDUAL_LEG_OF_A_MULTI_LEG_SECURITY
442,MultiLegReportingType,3,MULTI_LEG_SECURITY
430,NetGrossInd,1,NET
430,NetGrossInd,2,GROSS
552,NoSides,1,ONE_SIDE
552,NoSides,2,BOTH_SIDES
208,NotifyBrokerOfCredit,N,NO
208,NotifyBrokerOfCredit,Y,YES
286,OpenCloseSettleFlag,1,SESSION_OPEN
286,OpenCloseSettleFlag,2,DELIVERY_SETTLEMENT_ENTRY
286,OpenCloseSettleFlag,3,EXPECTED_ENTRY
286,OpenCloseSettleFlag,4,ENTRY_FROM_PREVIOUS_BUSINESS_DAY
286,OpenCloseSettleFlag,0,DAILY_OPEN
103,OrdRejReason,2,EXCHANGE_CLOSED
103,OrdRejReason,1,UNKNOWN_SYMBOL
